test_set,case_idx,source,folio_id,model,v26_faithful,v26_category,fol_gt_faithful,fol_gt_errors
stratified_correct,158,stratified_correct,1246,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL GT premises include 'Student(x)' as a condition in all universal statements (e.g., 'Student(x) ∧ WorkIn(x, library) → ...'), but the Lean axioms A1-A5 drop the Student predicate entirely, making the implications unconditional on being a student.""}, {'cat"
stratified_correct,1,stratified_correct,1015,gpt-5,True,,,[]
stratified_correct,16,stratified_correct,1361,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Axiom A3 translates the XOR (⊕) in FOL GT premise 3 as inclusive OR (∨). The FOL GT states 'Rabbit(x) ⊕ Squirrel(x)' meaning exactly one, but Lean uses 'Rabbit x ∨ Squirrel x' allowing both.""}, {'category': 'OMISSION', 'explanation': ""The FOL GT conclu"
stratified_correct,61,stratified_correct,549,gpt-5,False,OMISSION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Axiom A1 translates the exclusive or (⊕) from FOL GT as regular disjunction (∨). The FOL states F1Visa(x) ⊕ J1Visa(x) meaning exactly one visa type, but Lean uses (F1 x ∨ J1 x) meaning at least one. This loses the mutual exclusivity constraint that is "
stratified_correct,95,stratified_correct,933,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The FOL GT conclusion is LegalObligation(harvardWeeklyBookClub), but the Lean theorem proves '¬ PrivateCompany H' instead. The formalization should attempt to prove 'HasLegalObligations H' to match the FOL ground truth conclusion.""}]"
stratified_correct,143,stratified_correct,134,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': 'Missing the first FOL premise: ∀x (BreedingBack(x) → (ArtificialSelection(x) ∧ DeliberateSelectiveBreedingOfDomesticAnimals(x))). The predicates ArtificialSelection and DeliberateSelectiveBreedingOfDomesticAnimals are entirely absent from the Lean formalizat"
stratified_correct,175,stratified_correct,147,gpt-5,True,,True,[]
wrong_direction,202,wrong_direction,308,gpt-5,True,,True,[]
wrong_direction,70,wrong_direction,819,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""A5_stock asserts 'Stock KO' but FOL GT premise 5 only states 'MatureStock(kO)' - there is no premise in FOL GT that KO is a Stock""}, {'category': 'MISTRANSLATION', 'explanation': ""A1 adds 'Stock x' to antecedent: FOL GT has 'GrowthStock(x) →' but Lean has"
wrong_direction,75,wrong_direction,979,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 7 (H_fact) incorrectly translates the FOL GT. The FOL GT has '(Works ∧ Needs) → ¬(Picky ∨ Needs)' but Lean asserts 'Works Hannah' as an unconditional fact AND 'Needs → (NotPicky ∧ ¬Needs)' separately. The original has Works as part of the condi"
wrong_direction,77,wrong_direction,981,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'Axiom H_work asserts Work Hannah as a fact, but FOL GT only states At(hannah, marysSchool) - Hannah working is not given as a premise'}, {'category': 'MISTRANSLATION', 'explanation': 'The conclusion is completely wrong. FOL GT asks for XOR (exclusive or) "
wrong_direction,83,wrong_direction,754,gpt-5,True,,,[]
wrong_direction,159,wrong_direction,1247,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A1 drops the Student(x) condition from the FOL GT premise. The FOL states ∀x (Student(x) ∧ WorkIn(x, library) → ¬From(x, computerScienceDepartment)), but Lean has ∀x, WorksInLibrary x → ¬FromCS x'}, {'category': 'MISTRANSLATION', 'explanation': 'A2 sig"
wrong_direction,89,wrong_direction,173,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""R1 adds 'Person p → Book b →' preconditions not present in FOL GT premise ∀x ∀y (ReadBook(x, y) → Gains(x, knowledge))""}, {'category': 'FABRICATION', 'explanation': 'H1 (Person Harry) has no corresponding premise in FOL GT'}, {'category': 'MISTRANSLATI"
wrong_direction,25,wrong_direction,658,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'disjoint_NS : ∀ x : obj, NorthernChina x → ¬ SouthernChina x' has no corresponding premise in the FOL GT. This is a background assumption added by the formalizer that is not part of the original premises.""}, {'category': 'OMISSION', 'explanatio"
wrong_direction,202,wrong_direction,308,gpt-5,True,,True,[]
wrong_direction,75,wrong_direction,979,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'H_job asserts WorksStudentJob Hannah directly, but no FOL premise states Hannah works a student job - this must be derived from other premises'}, {'category': 'MISTRANSLATION', 'explanation': 'R3 translates FOL premise 3 as an implication (AtMS x → disjun"
wrong_direction,77,wrong_direction,981,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'TWork (Works Hannah) is asserted as an axiom but is not a premise in the FOL GT - it should be derived from other premises'}, {'category': 'MISTRANSLATION', 'explanation': ""THimp drops 'Works Hannah' from the antecedent. FOL GT premise 7 has 'Works ∧ Need"
wrong_direction,156,wrong_direction,1244,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A7 mistranslates the FOL GT. The FOL GT states James doesn't have a CS department part-time job (¬∃x (PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x, computerScienceDepartment))), but Lean translates this as James doesn't have a university part-time job"
wrong_direction,83,wrong_direction,754,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 1: FOL has existential quantifier and two-place Receive relation with ¬Receive(x,y), but Lean collapses this to simple ¬ManyNeg x'}, {'category': 'MISTRANSLATION', 'explanation': 'Premise 3: FOL uses implication (→) but Lean uses conjunction (∧"
wrong_direction,159,wrong_direction,1247,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""R1 drops the Student(x) guard from premise 1. FOL GT requires 'Student(x) ∧ WorkIn(x, library)' but Lean only has 'WorksLibrary x'.""}, {'category': 'MISTRANSLATION', 'explanation': ""R2 drops the Student(x) guard and incorrectly handles premise 2. FOL G"
wrong_direction,41,wrong_direction,929,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A3 uses inclusive OR instead of exclusive OR (XOR) from FOL GT premise 3'}, {'category': 'MISTRANSLATION', 'explanation': 'A6 is universally quantified but FOL GT premise 6 is existentially quantified'}, {'category': 'OMISSION', 'explanation': 'Predica"
wrong_direction,202,wrong_direction,308,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL GT premise 'BornIn(ailtonSilva, year1995)' from premise 1 is not formalized in Lean""}, {'category': 'OMISSION', 'explanation': ""FOL GT premise 'Brazilian(ailtonSilva)' from premise 3 is not formalized in Lean (predicate is declared but no axiom asserts i"
wrong_direction,75,wrong_direction,979,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'axiom HannahWork : Work Hannah has no corresponding premise in FOL GT. The FOL GT does not assert that Hannah works; this must be derived from other premises.'}, {'category': 'MISTRANSLATION', 'explanation': 'axiom HannahRule translates the FOL GT premise"
wrong_direction,77,wrong_direction,981,gpt-5,True,,,[]
wrong_direction,83,wrong_direction,754,gpt-5,True,,,[]
wrong_direction,159,wrong_direction,1247,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""R1 drops the Student(x) condition from the FOL GT premise. The FOL GT states '∀x (Student(x) ∧ WorkIn(x, library) → ¬From(x, computerScienceDepartment))' but Lean has '∀ x, WorksInLibrary x → ¬ FromCS x' without the student predicate.""}, {'category': '"
wrong_direction,89,wrong_direction,173,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The conclusion is changed from universal implication '∀x (Smarter(x) → GainKnowledge(x))' to existential conjunction '∃ p, Smarter p ∧ GainsKnowledge p'. These are not logically equivalent.""}, {'category': 'OMISSION', 'explanation': ""FOL premise 1 '∀x "
wrong_direction,202,wrong_direction,308,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL GT premise 1 includes 'BornIn(ailtonSilva, year1995)' but this fact is completely absent from the Lean formalization - there is no BornIn predicate or corresponding axiom.""}]"
wrong_direction,70,wrong_direction,819,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'A5_stock (Stock KO) has no corresponding premise in the FOL GT. The FOL GT only states MatureStock(kO), which does not entail Stock(kO). Adding Stock KO as an axiom makes the conclusion trivially provable when it may not be derivable from the original pre"
wrong_direction,83,wrong_direction,754,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A1 incorrectly simplifies the FOL GT which has nested quantifiers ∀x ∃y with two-place predicates into a simple unary predicate relationship'}, {'category': 'MISTRANSLATION', 'explanation': 'A3 translates an implication (¬Provide(x, takeOutService) → ."
wrong_direction,89,wrong_direction,173,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The conclusion is mistranslated from a universal statement '∀x (Smarter(x) → GainKnowledge(x))' (all smarter people gained knowledge) to an existential statement '∃ p, Smarter p ∧ Gained p' (some person is smarter and gained knowledge). These are funda"
wrong_direction,83,wrong_direction,754,gpt-5,True,,,[]
wrong_direction,89,wrong_direction,173,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'BookContainsTonsOfKnowledge translates to trivial True instead of capturing that books contain knowledge'}, {'category': 'MISTRANSLATION', 'explanation': 'ReadGivesKnowledge adds extra Person and Book conditions not present in FOL GT premise 2'}, {'cat"
wrong_direction,202,wrong_direction,308,gpt-5,True,,True,[]
wrong_direction,202,wrong_direction,308,gpt-5,True,,True,[]
wrong_direction,70,wrong_direction,819,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'P5 (Stock KO) is not in the FOL GT premises. The FOL GT only states MatureStock(kO), not Stock(kO).'}, {'category': 'MISTRANSLATION', 'explanation': ""P4 adds 'Stock x' as a conjunct in the antecedent, but FOL GT premise 4 only has MatureStock(x) as the an"
wrong_direction,83,wrong_direction,754,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A1 significantly restructures FOL premise 1, collapsing the existential quantifier and two-place relations (NegativeReview, Receive) into a single unary predicate ManyNeg'}, {'category': 'MISTRANSLATION', 'explanation': 'A3 translates an implication (¬"
wrong_direction,89,wrong_direction,173,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL GT premise '∀x (Book(x) → Contains(x, knowledge))' is missing from Lean formalization""}, {'category': 'OMISSION', 'explanation': ""FOL GT premise 'Book(walden)' (from the conjunction 'ReadBook(harry, walden) ∧ Book(walden)') is missing - Lean only has the"
wrong_direction,112,wrong_direction,371,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A2 uses disjunction (∨) but FOL GT uses exclusive or (⊕) for the location of Picuris Mountains'}, {'category': 'MISTRANSLATION', 'explanation': 'The theorem not_statement negates a specific statement about Picuris Mountains without the MountainRange pr"
wrong_direction,25,wrong_direction,658,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'R1 (∀ x, Northern x → ¬Southern x) has no corresponding premise in the FOL GT. The FOL GT only states LocatedIn(beijing, northernChina) but never establishes that being in northern China implies not being in southern China.'}, {'category': 'OMISSION', 'ex"
wrong_direction,34,wrong_direction,290,gpt-5,False,OMISSION,False,"[{'category': 'OMISSION', 'explanation': ""Premise 1 'ProfessionalWrestlingStable(diamondMine) ∧ In(diamondMine, wWE)' is missing - no predicates for ProfessionalWrestlingStable or In(wWE) are defined or axiomatized""}, {'category': 'FABRICATION', 'explanation': ""Axiom 'lead_group_member' (∀ x g y, Le"
wrong_direction,41,wrong_direction,929,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P3 translates XOR (⊕) as inclusive OR (∨), losing the exclusivity constraint'}, {'category': 'MISTRANSLATION', 'explanation': 'P6 changes existential quantifier (∃x) to universal quantifier (∀x)'}, {'category': 'MISTRANSLATION', 'explanation': 'Conclus"
wrong_direction,202,wrong_direction,308,gpt-5,True,,True,[]
wrong_direction,70,wrong_direction,819,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'KO_stock : Stock KO' has no corresponding premise in the FOL GT. The FOL GT only states 'MatureStock(kO)', which does not entail 'Stock(kO)'. The Lean formalization adds this axiom to make the conclusion trivially provable.""}]"
wrong_direction,143,wrong_direction,134,gpt-5,False,MISTRANSLATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'rule_resemble_extinct' (∀ x y, ToBeBredBack x → Resemble x y → Extinct y) has no corresponding premise in the FOL GT. The FOL GT states that some animals bred back resemble dead things, but never establishes that anything resembled by a bred-ba"
wrong_direction,83,wrong_direction,754,gpt-5,True,,,[]
wrong_direction,89,wrong_direction,173,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL GT premise 1 '∀x (Book(x) → Contains(x, knowledge))' about books containing knowledge is missing entirely from Lean""}, {'category': 'MISTRANSLATION', 'explanation': ""R1 adds 'Person x → Book y →' guards not present in FOL GT premise 2, which is unconditi"
wrong_direction,41,wrong_direction,929,gpt-5,False,MISTRANSLATION,,[]
wrong_direction,70,wrong_direction,819,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""A5 asserts 'Mature KO ∧ Stock KO', but the FOL GT premise only states 'MatureStock(kO)'. The claim that KO is a Stock is fabricated - it is actually the conclusion to be proved, not a given premise.""}]"
wrong_direction,83,wrong_direction,754,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P1 loses the existential quantifier over y. FOL GT says ∀x ∃y (ListedIn(x, yelpRecommendation) → NegativeReview(y) ∧ ¬Receive(x, y)), which involves a two-place Receive relation and existential y. Lean P1 simplifies to ∀x, Listed x → ¬ManyNegReviews x,"
wrong_direction,89,wrong_direction,173,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL GT premise '∀x (Book(x) → Contains(x, knowledge))' is missing from the Lean formalization""}, {'category': 'MISTRANSLATION', 'explanation': ""FOL GT premise '∀x ∀y (ReadBook(x, y) → Gains(x, knowledge))' does not require x to be a Person or y to be a Book,"
wrong_direction,202,wrong_direction,308,gpt-5,True,,True,[]
wrong_direction,41,wrong_direction,929,gpt-5,False,MISTRANSLATION,,[]
wrong_direction,70,wrong_direction,819,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'KO_stock : Stock KO' has no corresponding premise in the FOL GT. The FOL GT only states 'MatureStock(kO)', which asserts that KO is a mature stock, not that KO is a stock. The Lean formalization adds an extra axiom that directly gives the concl"
wrong_direction,83,wrong_direction,754,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P1 loses the existential quantifier over y and the Receive relation, collapsing a complex structure into a simple unary predicate'}, {'category': 'MISTRANSLATION', 'explanation': 'P3 changes an implication (→) to a conjunction (∧), fundamentally alteri"
wrong_direction,89,wrong_direction,173,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'Person predicate and HPerson axiom are introduced with no basis in FOL GT'}, {'category': 'MISTRANSLATION', 'explanation': 'Read_imp_Gain adds Person and Book guards not present in FOL GT premise ∀x ∀y (ReadBook(x, y) → Gains(x, knowledge))'}, {'category'"
wrong_direction,202,wrong_direction,308,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': 'FOL GT premise 1 includes BornIn(ailtonSilva, year1995) which has no corresponding axiom in the Lean formalization'}, {'category': 'OMISSION', 'explanation': 'FOL GT premise 3 includes Footballplayer(ailtonSilva) as a separate conjunct, but Lean only has Foo"
wrong_direction,112,wrong_direction,371,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 uses disjunction (∨) but FOL GT uses exclusive or (⊕) for the location of Picuris Mountains'}, {'category': 'MISTRANSLATION', 'explanation': 'The conclusion in FOL GT is existentially quantified (∃x), but Lean only proves the negation for the specif"
wrong_direction,17,wrong_direction,1362,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A3 translates XOR (⊕) as AND (∧). FOL GT says 'Rabbit(x) ⊕ Squirrel(x)' (exactly one), but Lean says 'Rabbit x ∧ Squirrel x' (both).""}, {'category': 'MISTRANSLATION', 'explanation': ""The theorem proves 'Turtle Rockie' but the FOL GT conclusion is '¬Tur"
wrong_direction,25,wrong_direction,658,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'disjoint_regions' stating that Northern and Southern China are disjoint (∀ x, LocatedInNorthernChina x → ¬LocatedInSouthernChina x) has no corresponding premise in the FOL GT. This is background knowledge added by the formalizer that does not a"
wrong_direction,25,wrong_direction,658,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'north_excludes_south' (∀ x, LocatedInNorthernChina x → ¬LocatedInSouthernChina x) has no corresponding premise in the FOL GT. This is unstated background knowledge added to make the proof work.""}, {'category': 'OMISSION', 'explanation': ""FOL GT"
wrong_direction,66,wrong_direction,664,gpt-5,False,MISTRANSLATION,False,"[{'category': 'FABRICATION', 'explanation': 'LargerEndowment_irrefl axiom (irreflexivity of endowment comparison) has no corresponding premise in FOL GT'}, {'category': 'FABRICATION', 'explanation': 'P4 : EducationalInstitution Yale is added but not present in FOL GT premises'}, {'category': 'MISTRA"
wrong_direction,117,wrong_direction,439,gpt-5,False,MISTRANSLATION,False,"[{'category': 'FABRICATION', 'explanation': 'T2 asserts Settlement BarutinSettlement, which has no basis in FOL GT'}, {'category': 'FABRICATION', 'explanation': 'T5, T7, T9 assert Island predicates for SnowIsland, GreenwichIsland, DeceptionIsland - not in FOL GT'}, {'category': 'FABRICATION', 'expla"
wrong_direction,25,wrong_direction,658,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'North_and_South_disjoint' stating that a place located in Northern China cannot be located in Southern China has no corresponding premise in the FOL GT. This is unstated background knowledge added by the formalization.""}, {'category': 'OMISSION"
wrong_direction,66,wrong_direction,664,gpt-5,False,MISTRANSLATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'LargerEndowment_irrefl' (irreflexivity of endowment comparison) has no corresponding premise in the FOL GT. This is an invented mathematical property not stated in the premises.""}, {'category': 'FABRICATION', 'explanation': ""The axiom 'Yale_is_"
wrong_direction,163,wrong_direction,802,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The FOL GT conclusion is ∀x (MondayAt8PM(x) ∧ On(breakingBad, x)), which asserts that Breaking Bad is on ALL Monday 8PM slots (a universal statement). The Lean formalization models the conclusion as BreakingBad ≠ Mon8pm, which is the negation of 'Break"
wrong_direction,41,wrong_direction,929,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A1 drops the DesignStyle(x) conjunct from the FOL GT premise. FOL GT requires ZahaHadid(x) ∧ DesignStyle(x), but Lean only requires ZahaHadid s.'}, {'category': 'MISTRANSLATION', 'explanation': 'A3 translates an XOR (exclusive or) as a simple disjuncti"
wrong_direction,77,wrong_direction,981,deepseek,True,,,[]
wrong_direction,83,wrong_direction,754,deepseek,True,,,[]
wrong_direction,89,wrong_direction,173,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': ""Premise 1 '∀x (Book(x) → Contains(x, knowledge))' about books containing knowledge is completely missing""}, {'category': 'MISTRANSLATION', 'explanation': ""The conclusion is completely different: FOL GT states '∀x (Smarter(x) → GainKnowledge(x))' (universal i"
wrong_direction,159,wrong_direction,1247,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A1 drops the 'Student(x)' condition from the antecedent. FOL GT has 'Student(x) ∧ WorkIn(x, library) → ¬From(x, computerScienceDepartment)' but Lean has just 'WorksInLibrary x → ¬FromCS x'""}, {'category': 'MISTRANSLATION', 'explanation': ""A2 significan"
wrong_direction,202,wrong_direction,308,deepseek,True,,True,[]
wrong_direction,70,wrong_direction,819,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'mature_subset_stock : ∀ x, MatureStock x → Stock x' has no corresponding premise in the FOL ground truth. This axiom was added to make the conclusion derivable, but it represents additional logical content not present in the original problem.""}"
wrong_direction,75,wrong_direction,979,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""Axiom A7 asserts 'Works Hannah' as a fact, but FOL GT Premise 7 only has 'WorkIn(hannah, studentJob, campus)' as part of a conditional's antecedent, not as a standalone assertion. The FOL GT never directly states that Hannah works.""}]"
wrong_direction,77,wrong_direction,981,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""𝔸7 incorrectly translates '(WorkIn ∧ NeedsMoney) → ¬(PickyEater ∨ NeedsMoney)' as 'WorksOnCampus ∧ (NeedsMoney → ¬PickyEater ∧ ¬NeedsMoney)', making WorksOnCampus an unconditional fact rather than part of the antecedent""}, {'category': 'MISTRANSLATION'"
wrong_direction,83,wrong_direction,754,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A1 translates premise 1 incorrectly: FOL says listed implies existence of unreceived negative review, Lean says listed implies no many_neg_reviews'}, {'category': 'OMISSION', 'explanation': 'FOL Premise 3 about takeout service and receiving negative re"
wrong_direction,89,wrong_direction,173,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is completely different: FOL GT states ∀x (Smarter(x) → GainKnowledge(x)) (universal implication), but Lean proves ∃ p, Smarter p ∧ GainKnowledge p (existential conjunction). These are fundamentally different logical claims.'}, {'categor"
wrong_direction,159,wrong_direction,1247,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""T1 drops the Student(x) condition from premise 1. FOL GT requires 'Student(x) ∧ WorkIn(x, library)' but Lean only has 'works_in_library s'""}, {'category': 'MISTRANSLATION', 'explanation': ""T2 drops the Student(x) condition and misrepresents premise 2. "
wrong_direction,202,wrong_direction,308,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion asks about LoanedTo(ailtonSilva, x) but Lean proves LoanedTo(ailton, club), treating ailton and ailtonSilva as the same entity when FOL GT distinguishes them'}, {'category': 'OMISSION', 'explanation': 'The CommonlyKnownAs(ailtonSilva, ai"
wrong_direction,75,wrong_direction,979,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A3 drops the 'At(x, marysSchool)' condition. FOL GT says '∀x (At(x, marysSchool) ∧ (OrderFrequently(x, takeout) ∨ Enjoy(x, diningHallMeal)))' which asserts the disjunction only for those at Mary's school, but Lean states it for all persons unconditiona"
wrong_direction,77,wrong_direction,981,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A7 mistranslates premise 7: FOL GT has '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' but Lean has 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))' which fabricates that Hannah works unconditionally""}, {'category': 'MISTRANSLATION', 'explanation': 'Context5 l"
wrong_direction,83,wrong_direction,754,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A1 translates P1 incorrectly. FOL says 'if listed, there exists a negative review not received by x', but Lean says 'if listed, then not many negative reviews'. These are different claims.""}, {'category': 'MISTRANSLATION', 'explanation': 'A5 uses disju"
wrong_direction,89,wrong_direction,173,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL premise 1 '∀x (Book(x) → Contains(x, knowledge))' about books containing knowledge is missing entirely from Lean""}, {'category': 'MISTRANSLATION', 'explanation': ""The conclusion is completely different: FOL GT states '∀x (Smarter(x) → GainKnowledge(x))' "
wrong_direction,156,wrong_direction,1244,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A7 translates FOL Premise 7 incorrectly. FOL states '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,csDept)) ∧ ¬WorkIn(james,lab)' (a conjunction), but Lean A7 is '¬works_in_lab James ∨ has_university_job James' (a disjunction). These have completely"
wrong_direction,159,wrong_direction,1247,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'A7 mistranslates FOL premise 7. The FOL states a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)), meaning BOTH conjuncts hold. Lean translates this as a disjunction (¬WorkInLab James ∨ ¬PartTimeJob James), which only requires ONE disjunct to hold. These a"
wrong_direction,202,wrong_direction,308,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': 'FOL GT premise 1 (BornIn(ailtonSilva, year1995) ∧ CommonlyKnownAs(ailtonSilva, ailton)) is missing from Lean axioms'}, {'category': 'MISTRANSLATION', 'explanation': ""FOL GT premise 2 uses 'ailton' as subject of LoanedTo, but Lean axiom 'loaned' uses AiltonSi"
wrong_direction,41,wrong_direction,929,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P3: FOL uses exclusive or (⊕) between ZahaHadid and KellyWearstler styles, but Lean uses inclusive disjunction (∨)'}, {'category': 'MISTRANSLATION', 'explanation': 'P6: FOL is an existential statement (∃x), but Lean translates it as universal (∀d)'}, {"
wrong_direction,70,wrong_direction,819,deepseek,False,FABRICATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A2 translates as '∀x (Stock(x) → (BoughtForProfit(x) → ¬SuitableForRetirement(x)))' but FOL GT premise 2 is '∀x (BoughtToEarnProfitFrom(x, earnProfit, rapidPriceAppreciation) → ¬SuitableFor(x, retirementFund))' - the Lean version incorrectly adds Stock"
wrong_direction,83,wrong_direction,754,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 1: FOL says there exists a negative review y that x doesn't receive; Lean says the restaurant has no many negative reviews - different semantics""}, {'category': 'MISTRANSLATION', 'explanation': 'Premise 3: FOL uses implication (→) but Lean uses"
wrong_direction,89,wrong_direction,173,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is a universal statement ∀x (Smarter(x) → GainKnowledge(x)), but the Lean theorem proves an existential statement ∃ p, Smarter p ∧ GainsKnowledge p. These are logically different claims.'}, {'category': 'OMISSION', 'explanation': 'FO"
wrong_direction,159,wrong_direction,1247,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""T1 drops the Student(x) condition from premise 1. FOL GT requires 'Student(x) ∧ WorkIn(x, library)' but Lean only has 'works_in_library s'.""}, {'category': 'MISTRANSLATION', 'explanation': ""T2 significantly mistranslates premise 2. FOL GT states 'Stude"
wrong_direction,202,wrong_direction,308,deepseek,True,,True,[]
wrong_direction,41,wrong_direction,929,deepseek,False,MISTRANSLATION,,[]
wrong_direction,70,wrong_direction,819,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'MatureStockIsStock : ∀ x, MatureStock x → Stock x' has no corresponding premise in the FOL ground truth. This axiom states that all mature stocks are stocks, which is not given in any of the five FOL premises. The comment even acknowledges this"
wrong_direction,83,wrong_direction,754,deepseek,True,,,[]
wrong_direction,89,wrong_direction,173,deepseek,True,,False,"[{'category': 'OMISSION', 'explanation': ""FOL premise 1 '∀x (Book(x) → Contains(x, knowledge))' is missing from the Lean formalization""}, {'category': 'MISTRANSLATION', 'explanation': ""The conclusion is completely different: FOL GT states '∀x (Smarter(x) → GainKnowledge(x))' (universal implication),"
