test_set,case_idx,source,model,v26_faithful,v26_category,fol_gt_faithful,fol_gt_errors
wrong_direction,70,wrong_direction,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization adds 'axiom mature_subset_stock : ∀ x, MatureStock x → Stock x' which does not exist in the FOL ground truth. This axiom is necessar"
wrong_direction,83,wrong_direction,gpt-5,True,,,
wrong_direction,89,wrong_direction,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is a universal statement ∀x (Smarter(x) → GainKnowledge(x)), but Lean proves an existential statement ∃ p, becomes_smarter p ∧ gains_"
wrong_direction,112,wrong_direction,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The FOL conclusion is an existential '∃x (Visited(juanDeOnate, x) ∧ MountainRange(x) ∧ In(x, texas))' but the Lean theorem only proves ¬(Visited Juan Pi"
wrong_direction,25,wrong_direction,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'region_exclusive' (∀ x, LocatedInNorthernChina x → ¬ LocatedInSouthernChina x) is not present in the FOL premises. This axiom stating that north"
wrong_direction,34,wrong_direction,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces an entirely different domain (professors, research, curiosity, Dr. Lee) that has no connection to the FOL ground truth ab"
wrong_direction,41,wrong_direction,gpt-5,False,MISTRANSLATION,,
wrong_direction,202,wrong_direction,gpt-5,True,,True,
wrong_direction,70,wrong_direction,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'mature_subset_stock : ∀ x, MatureStock x → Stock x' is added to the Lean formalization but does not appear in the FOL ground truth. This premise"
wrong_direction,143,wrong_direction,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL premise 1 states BreedingBack(x) → (ArtificialSelection(x) ∧ DeliberateSelectiveBreedingOfDomesticAnimals(x)), but the Lean formalization comple"
wrong_direction,83,wrong_direction,gpt-5,True,,,
wrong_direction,89,wrong_direction,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,41,wrong_direction,gpt-5,True,,,
wrong_direction,70,wrong_direction,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'mature_subset_stock : ∀ x, MatureStock x → Stock x' is added to the Lean formalization but does not appear in the FOL ground truth. This premise"
wrong_direction,83,wrong_direction,gpt-5,True,,,
wrong_direction,89,wrong_direction,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,202,wrong_direction,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'loaned_to_Braga : LoanedOutTo AiltonSilva Braga' directly asserts that AiltonSilva was loaned to Braga, but FOL Premise 2 states 'LoanedTo(ailto"
wrong_direction,41,wrong_direction,gpt-5,True,,,
wrong_direction,70,wrong_direction,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization adds 'axiom mature_subset_stock : ∀ x, MatureStock x → Stock x' which does not exist in the FOL ground truth. This axiom is necessar"
wrong_direction,83,wrong_direction,gpt-5,True,,,
wrong_direction,89,wrong_direction,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,202,wrong_direction,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'loaned_to_Braga : LoanedOutTo AiltonSilva Braga' directly asserts that AiltonSilva was loaned to Braga, but FOL Premise 2 states 'LoanedTo(ailto"
wrong_direction,112,wrong_direction,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is an existential ∃x(...) but the Lean theorem only proves a negation about the specific object Picuris, not about all possible mount"
wrong_direction,17,wrong_direction,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""A3 translates XOR (⊕) as conjunction (∧). FOL says 'Rabbit(x) ⊕ Squirrel(x)' (exclusive or), but Lean has 'Rabbit x ∧ Squirrel x' (both).""}, {'category'"
wrong_direction,25,wrong_direction,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'region_exclusive' (∀ x, LocatedInNorthernChina x → ¬ LocatedInSouthernChina x) is not present in the FOL premises. This axiom stating that north"
wrong_direction,25,wrong_direction,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'region_exclusive' (∀ x, LocatedInNorthernChina x → ¬ LocatedInSouthernChina x) is not present in the FOL premises. This mutual exclusivity betwe"
wrong_direction,66,wrong_direction,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The FOL conclusion 'LargestUniversityEndowmentOf(yale, anyEducationalInstitution)' is a positive claim that Yale has the largest endowment. The Lean for"
wrong_direction,117,wrong_direction,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The conclusion adds 'Island y' as an extra conjunct in the antecedent. FOL GT has '∀x (LocatedIn(x, antarctica) → NamedAfter(barutinCove, x))' but Lean "
wrong_direction,25,wrong_direction,gpt-5,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'region_exclusive' (∀ x, LocatedInNorthernChina x → ¬ LocatedInSouthernChina x) is not present in the FOL premises. This axiom stating that north"
wrong_direction,66,wrong_direction,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The FOL conclusion 'LargestUniversityEndowmentOf(yale, anyEducationalInstitution)' is a positive claim that Yale has the largest endowment. The Lean for"
wrong_direction,163,wrong_direction,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion ∀x (MondayAt8PM(x) ∧ On(breakingBad, x)) is a universal statement, but Lean proves BreakingBad ≠ Mon8pm, which is a negation of ident"
wrong_direction,41,wrong_direction,deepseek,True,,,
wrong_direction,77,wrong_direction,deepseek,False,OMISSION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 7 (A7) changes the logical structure from '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' to 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))', incorrect"
wrong_direction,83,wrong_direction,deepseek,True,,,
wrong_direction,89,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,159,wrong_direction,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in Lean is '¬(WorksInLab James ∨ HasPartTimeJob James)' but FOL GT is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment)) ∧"
wrong_direction,202,wrong_direction,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean axiom 'loaned_to_Braga : LoanedOutTo AiltonSilva Braga' directly states AiltonSilva was loaned to Braga, but FOL Premise 2 states 'LoanedTo(ailton"
wrong_direction,70,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'mature_subset_stock : ∀ x, MatureStock x → Stock x' is added to the Lean formalization but does not appear in the FOL ground truth. This premise"
wrong_direction,75,wrong_direction,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""T7 asserts 'Works Hannah' as a fact, but FOL Premise 7 is purely conditional and never asserts that Hannah works""}, {'category': 'MISTRANSLATION', 'explana"
wrong_direction,77,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 7 (A7) changes the logical structure from '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' to 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))', incorrect"
wrong_direction,83,wrong_direction,deepseek,True,,,
wrong_direction,89,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,159,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in Lean is '¬(WorksInLab James ∨ HasPartTimeJob James)' but FOL GT states '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment"
wrong_direction,202,wrong_direction,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean axiom 'loaned_to_Braga : LoanedOutTo AiltonSilva Braga' directly asserts AiltonSilva was loaned to Braga, but the FOL states 'LoanedTo(ailton, bra"
wrong_direction,75,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""T7 incorrectly asserts 'Works Hannah' as a fact in the first conjunct. The FOL premise 7 is a conditional where 'WorkIn(hannah, studentJob, campus) ∧ Ne"
wrong_direction,77,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 7 (A7) changes the logical structure from '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' to 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))', incorrect"
wrong_direction,83,wrong_direction,deepseek,True,,,
wrong_direction,89,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,156,wrong_direction,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""Premise 7 (A7) is completely different: FOL has a conjunction '¬∃x(...) ∧ ¬WorkIn(james, lab)' but Lean has a disjunction '¬works_in_lab James ∨ has_uni"
wrong_direction,159,wrong_direction,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in Lean is '¬(WorksInLab James ∨ HasPartTimeJob James)' but FOL GT is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment)) ∧"
wrong_direction,202,wrong_direction,deepseek,True,,True,
wrong_direction,41,wrong_direction,deepseek,False,MISTRANSLATION,,
wrong_direction,70,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'mature_subset_stock : ∀ x, MatureStock x → Stock x' is added to the Lean formalization but does not appear in the FOL ground truth. This premise"
wrong_direction,83,wrong_direction,deepseek,True,,,
wrong_direction,89,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,159,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in Lean is '¬(WorksInLab James ∨ HasPartTimeJob James)' but FOL GT is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment)) ∧"
wrong_direction,202,wrong_direction,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'loaned_to_Braga : LoanedOutTo AiltonSilva Braga' directly asserts that AiltonSilva was loaned to Braga, but FOL Premise 2 states 'LoanedTo(ailto"
wrong_direction,41,wrong_direction,deepseek,False,OMISSION,,
wrong_direction,70,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'mature_subset_stock : ∀ x, MatureStock x → Stock x' is added in the Lean formalization but does not appear in the FOL ground truth. This premise"
wrong_direction,83,wrong_direction,deepseek,True,,,
wrong_direction,89,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,159,wrong_direction,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in Lean is '¬(WorksInLab James ∨ HasPartTimeJob James)' but FOL GT is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment)) ∧"
wrong_direction,202,wrong_direction,deepseek,True,,True,
wrong_direction,70,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization adds 'axiom mature_subset_stock : ∀ x, MatureStock x → Stock x' which does not exist in the FOL ground truth. This axiom is necessar"
wrong_direction,83,wrong_direction,deepseek,True,,,
wrong_direction,89,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,202,wrong_direction,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'loaned_to_Braga : LoanedOutTo AiltonSilva Braga' directly asserts that AiltonSilva was loaned to Braga, but FOL Premise 2 states 'LoanedTo(ailto"
wrong_direction,175,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'Axiom T3 (∀ x, SportingEvent x → x ≠ WorldChampionships) is completely fabricated with no basis in the FOL premises'}, {'category': 'MISTRANSLATION', 'expl"
wrong_direction,41,wrong_direction,deepseek,False,MISTRANSLATION,,
wrong_direction,70,wrong_direction,deepseek,False,MISTRANSLATION,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization adds 'axiom mature_subset_stock : ∀ x, MatureStock x → Stock x' which does not exist in the FOL ground truth. This axiom is necessar"
wrong_direction,75,wrong_direction,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""T7 asserts 'Works Hannah' as a fact, but FOL premise 7 is purely conditional - it doesn't assert that Hannah works, only what follows if she does""}, {'cate"
wrong_direction,83,wrong_direction,deepseek,True,,,
wrong_direction,89,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,202,wrong_direction,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean axiom 'loaned_to_Braga : LoanedOutTo AiltonSilva Braga' directly states AiltonSilva was loaned to Braga, but FOL Premise 2 states 'LoanedTo(ailton"
wrong_direction,34,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces an entirely different domain (professors, research, curiosity, Dr. Lee) that has no connection to the FOL ground truth ab"
wrong_direction,70,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'mature_subset_stock : ∀ x, MatureStock x → Stock x' is added to the Lean formalization but does not appear in the FOL ground truth. This premise"
wrong_direction,83,wrong_direction,deepseek,True,,,
wrong_direction,89,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ∀x (Smarter(x) → GainKnowledge(x)), a universal implication. The Lean conclusion is ∃ p, becomes_smarter p ∧ gains_knowledge p, an"
wrong_direction,202,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'FOL Premise 2 states LoanedTo(ailton, braga), but Lean directly asserts LoanedOutTo AiltonSilva Braga, conflating ailton and ailtonSilva which are disti"
wrong_direction,70,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'mature_subset_stock : ∀ x, MatureStock x → Stock x' is added in the Lean formalization but does not appear in the FOL ground truth. This premise"
wrong_direction,83,wrong_direction,deepseek,True,,,
wrong_direction,89,wrong_direction,deepseek,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is a universal statement ∀x (Smarter(x) → GainKnowledge(x)), but Lean proves an existential statement ∃ p, becomes_smarter p ∧ gains_"
wrong_direction,202,wrong_direction,deepseek,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean axiom 'loaned_to_Braga : LoanedOutTo AiltonSilva Braga' directly asserts AiltonSilva was loaned to Braga, but the FOL states 'LoanedTo(ailton, bra"
wrong_direction,43,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""The FOL conclusion is 'LostTo(cocoGauff, świątek) ∧ At(cocoGauff, rolandGarros2022)' (Coco lost to Świątek), but the Lean theorem proves '¬lost_to_Nadal"
wrong_direction,159,wrong_direction,deepseek,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 is fundamentally mistranslated. FOL says 'no CS-department-offered part-time job for James AND James doesn't work in lab', but Lean says 'James neith"
wrong_direction,25,wrong_direction,deepseek,False,FABRICATION,False,"[{'category': 'FABRICATION', 'explanation': ""The axiom 'region_exclusive' (∀ x, LocatedInNorthernChina x → ¬ LocatedInSouthernChina x) is not present in the FOL premises. This axiom stating that north"
divergent,75,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 structure changed from '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' to 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))', which asserts Work as a fact rath"
divergent,156,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScienceDepartment)) ∧ ¬WorkIn(james,lab)' but Lean has '¬(works_in_lab James ∨ ha"
divergent,156,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The conclusion is negated: FOL concludes James HAS a part-time job offered by university, but Lean concludes James does NOT have a part-time job'}, {'ca"
divergent,157,divergent_TRUE,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)) but Lean renders it as a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James)'}, {"
divergent,157,divergent_FALSE,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': 'P7 incorrectly transla"
divergent,158,divergent_TRUE,gpt-5,True,,,
divergent,158,divergent_FALSE,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university (OfferedBy(y, university))'}, {'category': 'MISTRANSLATION', 'explanation': ""P"
divergent,159,divergent_TRUE,gpt-5,True,,,
divergent,159,divergent_FALSE,gpt-5,True,,,
divergent,75,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 structure changed from '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' to 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))', which asserts Work as a fact rath"
divergent,156,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is a conjunction stating no CS-offered part-time job for James AND James doesn't work in lab. Lean P7 incorrectly translates this as negation "
divergent,156,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P7 in FOL refers to a part-time job offered by CS department, but Lean P7 refers to any part-time job. Also the logical structure differs.'}, {'category"
divergent,157,divergent_TRUE,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)) but Lean renders it as a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James)'}, {'catego"
divergent,157,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': 'P7 incorrectly transla"
divergent,158,divergent_TRUE,gpt-5,True,,,
divergent,158,divergent_FALSE,gpt-5,True,,False,"[{'category': 'OMISSION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university (OfferedBy(y, university))'}, {'category': 'MISTRANSLATION', 'explanation': ""P"
divergent,159,divergent_TRUE,gpt-5,True,,,
divergent,159,divergent_FALSE,gpt-5,True,,,
divergent,75,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 structure changed from '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' to 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))' - different logical structure""}, {"
divergent,156,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in Lean is '¬(works_in_lab James ∨ has_university_job James)' but FOL GT Premise 7 is '¬∃x(PartTimeJob(x) ∧ Have(james,x) ∧ OfferedBy(x,computerScien"
divergent,156,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL states James doesn't have a CS-department-offered job AND doesn't work in lab, but Lean P7 states NOT(works in lab OR has any part-time job), "
divergent,157,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 7 in FOL is a conjunction (¬∃x(...) ∧ ¬WorkIn(james, lab)), but Lean P7 is a disjunction (¬WorksInLab James ∨ ¬HasPartTimeJob James). These have"
divergent,157,divergent_FALSE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'P2 drops the condition that the part-time job must be offered by the university'}, {'category': 'MISTRANSLATION', 'explanation': 'P7 incorrectly transla"
divergent,158,divergent_TRUE,gpt-5,True,,,
divergent,158,divergent_FALSE,gpt-5,False,FABRICATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL is a conjunction stating James doesn't have a PT job from CS department AND doesn't work in lab. Lean incorrectly formalizes this as ¬(works_i"
divergent,159,divergent_TRUE,gpt-5,True,,,
divergent,159,divergent_FALSE,gpt-5,True,,,
divergent,75,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different predicates (Car, PreventiveMaintenance, QualityParts, LongServiceLife) and entities (lizCar) that do"
divergent,75,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization is about cars, preventive maintenance, quality parts, and long life (Car, PM, QP, LL, LizCar), which has no relation to the FOL grou"
divergent,76,divergent_TRUE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': ""The Lean formalization introduces completely different propositions (W=weekend, R=relax, F=finish tasks, C=clear mind, O=organized, T=to-do list) that have"
divergent,76,divergent_FALSE,gpt-5,True,,False,"[{'category': 'FABRICATION', 'explanation': 'The Lean formalization introduces completely different predicates (Weekend, Relax, FinishTasks, ClearMind, Organized, ToDoList) that have no correspondence"
divergent,77,divergent_TRUE,gpt-5,True,,False,"[{'category': 'MISTRANSLATION', 'explanation': 'Premise 5 drops the second conjunct about spending time catching up with friends in dining hall'}, {'category': 'MISTRANSLATION', 'explanation': 'Premis"
divergent,77,divergent_FALSE,gpt-5,False,FABRICATION,False,"[{'category': 'MISTRANSLATION', 'explanation': ""P7 in FOL GT is '(Work ∧ NeedMoney) → ¬(Picky ∨ NeedMoney)' but LEAN encodes it as 'Work ∧ (NeedMoney → (¬Picky ∧ ¬NeedMoney))', which changes the logic"
divergent,103,divergent_TRUE,gpt-5,True,,True,
divergent,103,divergent_FALSE,gpt-5,False,MISTRANSLATION,False,"[{'category': 'MISTRANSLATION', 'explanation': 'The FOL conclusion is ¬(BornIn(luke, multipleBirth) ∨ ComplainAbout(...)), which means (¬BornMultiple Luke ∧ ¬ComplainAnnoying Luke). The Lean theorem p"
